id,docid,type,eid,entity,prov,is_correct,category,expectation
103937,overlappingpdfs.135620.pdf.task,shale,ROCK_DOC_overlappingpdfs.135620.pdf.task_185_35_36,burgess shale,"{185,35,36,""Burgess Shale""}",,1,1
17941,overlappingpdfs.138449.pdf.task,sandstone,ROCK_DOC_overlappingpdfs.138449.pdf.task_541_8_9,virgelle sandstone,"{541,8,9,""Virgelle Sandstone""}",,1,0.996
102838,overlappingpdfs.130551.pdf.task,mudstone,ROCK_DOC_overlappingpdfs.130551.pdf.task_154_17_18,bolitho mudstone,"{154,17,18,""Bolitho Mudstone""}",,1,1
124715,overlappingpdfs.132386.pdf.task,formation,ROCK_DOC_overlappingpdfs.132386.pdf.task_47_6_6,caloosahatchee formation,"{47,6,6,Caloosahatchee}",,1,0.992
124503,overlappingpdfs.132531.pdf.task,beds,ROCK_DOC_overlappingpdfs.132531.pdf.task_56_4_5,saurian beds formation,"{56,4,5,""Saurian Beds""}",,1,0.996
69599,overlappingpdfs.132254.pdf.task,formation,ROCK_DOC_overlappingpdfs.132254.pdf.task_306_1_1,crato formation,"{306,1,1,Crato}",,1,1
68431,overlappingpdfs.132650.pdf.task,member,ROCK_DOC_overlappingpdfs.132650.pdf.task_188_2_3,nova olinda member,"{188,2,3,""Nova Olinda""}",,1,0.996
28131,overlappingpdfs.137951.pdf.task,beds,ROCK_DOC_overlappingpdfs.137951.pdf.task_2810_14_15,creek beds formation,"{2810,14,15,""Creek beds""}",,1,1
46447,overlappingpdfs.138707.pdf.task,member,ROCK_DOC_overlappingpdfs.138707.pdf.task_94_35_35,valley member,"{94,35,35,valley}",,1,1
75913,overlappingpdfs.132675.pdf.task,formation,ROCK_DOC_overlappingpdfs.132675.pdf.task_34_11_11,adamantina formation,"{34,11,11,Adamantina}",,1,0.996
3194,overlappingpdfs.132547.pdf.task,formation,ROCK_DOC_overlappingpdfs.132547.pdf.task_1086_8_9,limestone formation,"{1086,8,9,""Limestone Formation""}",,1,0.996
17256,overlappingpdfs.138449.pdf.task,formation,ROCK_DOC_overlappingpdfs.138449.pdf.task_3746_2_3,hell creek formation,"{3746,2,3,""Hell Creek""}",,1,1
143360,overlappingpdfs.133067.pdf.task,formation,ROCK_DOC_overlappingpdfs.133067.pdf.task_380_32_32,baliqiliq formation,"{380,32,32,Baliqiliq}",,1,0.996
53846,overlappingpdfs.138622.pdf.task,formation,ROCK_DOC_overlappingpdfs.138622.pdf.task_1752_9_11,white river formation,"{1752,9,11,""White River Formation""}",,1,1
140494,overlappingpdfs.135583.pdf.task,formation,ROCK_DOC_overlappingpdfs.135583.pdf.task_555_23_23,lantian formation,"{555,23,23,Lantian}",,1,0.996
66284,overlappingpdfs.132666.pdf.task,formation,ROCK_DOC_overlappingpdfs.132666.pdf.task_987_9_9,forest formation,"{987,9,9,Forest}",,1,0.996
147709,overlappingpdfs.138624.pdf.task,formation,ROCK_DOC_overlappingpdfs.138624.pdf.task_63_31_31,onondaga formation,"{63,31,31,Onondaga}",,1,0.908
45971,overlappingpdfs.132925.pdf.task,formation,ROCK_DOC_overlappingpdfs.132925.pdf.task_435_13_13,geluva formation,"{435,13,13,Geluva}",,1,1
77110,overlappingpdfs.131219.pdf.task,group,ROCK_DOC_overlappingpdfs.131219.pdf.task_455_24_25,edgewood group,"{455,24,25,""Edgewood Group""}",,1,0.995
147364,overlappingpdfs.138453.pdf.task,formation,ROCK_DOC_overlappingpdfs.138453.pdf.task_1546_26_26,bell formation,"{1546,26,26,Bell}",,1,0.996
93027,overlappingpdfs.135105.pdf.task,formation,ROCK_DOC_overlappingpdfs.135105.pdf.task_1_1_1,quilon formation,"{1,1,1,Quilon}",,1,0.996
124384,overlappingpdfs.136931.pdf.task,formation,ROCK_DOC_overlappingpdfs.136931.pdf.task_465_30_30,limestone formation,"{465,30,30,Limestone}",,1,0.996
19575,overlappingpdfs.138449.pdf.task,formation,ROCK_DOC_overlappingpdfs.138449.pdf.task_945_40_40,kirtland formation,"{945,40,40,Kirtland}",,1,0.996
106540,overlappingpdfs.132453.pdf.task,member,ROCK_DOC_overlappingpdfs.132453.pdf.task_11_1_1,crato member,"{11,1,1,Crato}",,1,1
13425,overlappingpdfs.138679.pdf.task,shale,ROCK_DOC_overlappingpdfs.138679.pdf.task_81_0_1,carlile shale,"{81,0,1,""Carlile Shale""}",,1,1
1259,overlappingpdfs.132547.pdf.task,member,ROCK_DOC_overlappingpdfs.132547.pdf.task_862_2_3,quarried limestone member,"{862,2,3,""Quarried Limestone""}",,1,1
119455,overlappingpdfs.130636.pdf.task,shale,ROCK_DOC_overlappingpdfs.130636.pdf.task_23_8_8,maotianshan shale,"{23,8,8,Maotianshan}",,1,0.996
20976,overlappingpdfs.133500.pdf.task,chalk,ROCK_DOC_overlappingpdfs.133500.pdf.task_276_3_4,grey chalk,"{276,3,4,""Grey Chalk""}",,1,0.996
7798,overlappingpdfs.132009.pdf.task,formation,ROCK_DOC_overlappingpdfs.132009.pdf.task_320_22_22,limestone formation,"{320,22,22,Limestone}",,1,0.996
131568,overlappingpdfs.133063.pdf.task,formation,ROCK_DOC_overlappingpdfs.133063.pdf.task_1445_15_15,campile formation,"{1445,15,15,Campile}",,1,1
86683,overlappingpdfs.138393.pdf.task,member,ROCK_DOC_overlappingpdfs.138393.pdf.task_324_7_7,redonda member,"{324,7,7,Redonda}",,1,0.996
76834,overlappingpdfs.137113.pdf.task,beds,ROCK_DOC_overlappingpdfs.137113.pdf.task_894_10_11,oreodon beds formation,"{894,10,11,""Oreodon Beds""}",,1,0.996
130698,overlappingpdfs.132745.pdf.task,member,ROCK_DOC_overlappingpdfs.132745.pdf.task_22_22_22,midhnab member,"{22,22,22,Midhnab}",,1,1
7891,overlappingpdfs.132272.pdf.task,clay,ROCK_DOC_overlappingpdfs.132272.pdf.task_145_45_45,london clay,"{145,45,45,London}",,1,0.996
142715,overlappingpdfs.138453.pdf.task,dolomite,ROCK_DOC_overlappingpdfs.138453.pdf.task_768_30_31,milwaukee dolomite,"{768,30,31,""Milwaukee Dolomite""}",,1,0.996
6573,overlappingpdfs.132009.pdf.task,limestone,ROCK_DOC_overlappingpdfs.132009.pdf.task_598_0_1,vvenlock limestone formation,"{598,0,1,""VVenlock Limestone""}",,1,0.996
82138,overlappingpdfs.132241.pdf.task,group,ROCK_DOC_overlappingpdfs.132241.pdf.task_1051_0_2,geological curators group,"{1051,0,2,""Geological Curators Group""}",,1,1
85842,overlappingpdfs.133020.pdf.task,formation,ROCK_DOC_overlappingpdfs.133020.pdf.task_134_10_11,xiala formation,"{134,10,11,""Xiala Formation""}",,1,0.995
64385,overlappingpdfs.138658.pdf.task,member,ROCK_DOC_overlappingpdfs.138658.pdf.task_2835_9_9,frame member,"{2835,9,9,Frame}",,1,0.998
125707,overlappingpdfs.132971.pdf.task,formation,ROCK_DOC_overlappingpdfs.132971.pdf.task_88_3_3,halal formation,"{88,3,3,Halal}",,1,1
49085,overlappingpdfs.132759.pdf.task,formation,ROCK_DOC_overlappingpdfs.132759.pdf.task_422_11_12,winnipeg formation,"{422,11,12,""Winnipeg Formation""}",,1,1
34844,overlappingpdfs.131000.pdf.task,clay,ROCK_DOC_overlappingpdfs.131000.pdf.task_686_14_15,oxford clay,"{686,14,15,""Oxford Clay""}",,1,0.996
7359,overlappingpdfs.137499.pdf.task,formations,ROCK_DOC_overlappingpdfs.137499.pdf.task_395_7_7,washakie formations,"{395,7,7,Washakie}",,1,1
36294,overlappingpdfs.132180.pdf.task,group,ROCK_DOC_overlappingpdfs.132180.pdf.task_292_4_4,bay group,"{292,4,4,Bay}",,1,1
15977,overlappingpdfs.138449.pdf.task,formation,ROCK_DOC_overlappingpdfs.138449.pdf.task_27_5_5,river formation,"{27,5,5,River}",,1,1
130579,overlappingpdfs.133063.pdf.task,formation,ROCK_DOC_overlappingpdfs.133063.pdf.task_1519_23_24,campile formation,"{1519,23,24,""Campile Formation""}",,1,1
59269,overlappingpdfs.138755.pdf.task,formation,ROCK_DOC_overlappingpdfs.138755.pdf.task_1722_57_58,navesink formation,"{1722,57,58,""Navesink Formation""}",,1,1
20968,overlappingpdfs.132895.pdf.task,formation,ROCK_DOC_overlappingpdfs.132895.pdf.task_434_10_11,attawapiskat formation,"{434,10,11,""Attawapiskat Formation""}",,1,1
104112,overlappingpdfs.130410.pdf.task,group,ROCK_DOC_overlappingpdfs.130410.pdf.task_283_4_4,shaiwa group,"{283,4,4,Shaiwa}",,1,1
38324,overlappingpdfs.131561.pdf.task,sandstone,ROCK_DOC_overlappingpdfs.131561.pdf.task_124_11_12,briery gap sandstone,"{124,11,12,""Briery Gap""}",,1,1
40248,overlappingpdfs.138707.pdf.task,member,ROCK_DOC_overlappingpdfs.138707.pdf.task_1427_29_31,haystack valley member,"{1427,29,31,""Haystack Valley Member""}",,1,1
3662,overlappingpdfs.132547.pdf.task,bed,ROCK_DOC_overlappingpdfs.132547.pdf.task_710_24_25,clematocrinus bed formation,"{710,24,25,""Clematocrinus Bed""}",,1,0.996
30693,overlappingpdfs.132964.pdf.task,formation,ROCK_DOC_overlappingpdfs.132964.pdf.task_128_7_7,stephen formation,"{128,7,7,Stephen}",,1,0.996
47147,overlappingpdfs.138707.pdf.task,member,ROCK_DOC_overlappingpdfs.138707.pdf.task_895_19_20,balm creek member,"{895,19,20,""Balm Creek""}",,1,1
94220,overlappingpdfs.138519.pdf.task,member,ROCK_DOC_overlappingpdfs.138519.pdf.task_669_4_4,type member,"{669,4,4,type}",,1,1
44974,overlappingpdfs.132572.pdf.task,bed,ROCK_DOC_overlappingpdfs.132572.pdf.task_232_6_7,lujiatun bed formation,"{232,6,7,""Lujiatun Bed""}",,1,0.996
147445,overlappingpdfs.138453.pdf.task,formation,ROCK_DOC_overlappingpdfs.138453.pdf.task_1787_5_6,hungry hollow formation,"{1787,5,6,""Hungry Hollow""}",,1,0.995
79493,overlappingpdfs.131614.pdf.task,limestone,ROCK_DOC_overlappingpdfs.131614.pdf.task_18_0_1,onondaga limestone formation,"{18,0,1,""Onondaga Limestone""}",,1,1
47173,overlappingpdfs.138707.pdf.task,member,ROCK_DOC_overlappingpdfs.138707.pdf.task_1011_7_8,rose creek member,"{1011,7,8,""Rose Creek""}",,1,0.995
131418,overlappingpdfs.133063.pdf.task,formation,ROCK_DOC_overlappingpdfs.133063.pdf.task_692_22_22,campile formation,"{692,22,22,Campile}",,1,1
88824,overlappingpdfs.138519.pdf.task,formation,ROCK_DOC_overlappingpdfs.138519.pdf.task_1729_17_17,olcott formation,"{1729,17,17,Olcott}",,1,1
42589,overlappingpdfs.138707.pdf.task,members,ROCK_DOC_overlappingpdfs.138707.pdf.task_741_13_13,kimberly members,"{741,13,13,Kimberly}",,1,1
109817,overlappingpdfs.132098.pdf.task,group,ROCK_DOC_overlappingpdfs.132098.pdf.task_107_29_30,washington land group,"{107,29,30,""Washington Land""}",,1,1
113194,overlappingpdfs.138313.pdf.task,group,ROCK_DOC_overlappingpdfs.138313.pdf.task_263_9_9,traverse group,"{263,9,9,Traverse}",,1,0.996
148156,overlappingpdfs.138624.pdf.task,grit,ROCK_DOC_overlappingpdfs.138624.pdf.task_3609_13_13,schoharie grit,"{3609,13,13,Schoharie}",,1,1
5797,overlappingpdfs.138365.pdf.task,formation,ROCK_DOC_overlappingpdfs.138365.pdf.task_4290_2_3,rosebud formation formation,"{4290,2,3,""Rosebud formation""}",,1,1
51551,overlappingpdfs.135619.pdf.task,formation,ROCK_DOC_overlappingpdfs.135619.pdf.task_141_3_4,rabbitkettle formation,"{141,3,4,""Rabbitkettle Formation""}",,1,1
106419,overlappingpdfs.132574.pdf.task,limestone,ROCK_DOC_overlappingpdfs.132574.pdf.task_258_1_2,tower limestone formation,"{258,1,2,""Tower Limestone""}",,1,1
153049,overlappingpdfs.138665.pdf.task,formation,ROCK_DOC_overlappingpdfs.138665.pdf.task_956_11_13,barun goyot formation,"{956,11,13,""Barun Goyot Formation""}",,1,0.996
40322,overlappingpdfs.132925.pdf.task,formation,ROCK_DOC_overlappingpdfs.132925.pdf.task_786_6_7,geluva formation,"{786,6,7,""Geluva Formation""}",,1,0.996
63808,overlappingpdfs.133475.pdf.task,formation,ROCK_DOC_overlappingpdfs.133475.pdf.task_135_58_58,greensand formation,"{135,58,58,Greensand}",,1,0.996
92255,overlappingpdfs.138519.pdf.task,formation,ROCK_DOC_overlappingpdfs.138519.pdf.task_2293_21_23,ash hollow formation,"{2293,21,23,""Ash Hollow Formation""}",,1,0.996
38672,overlappingpdfs.132353.pdf.task,formation,ROCK_DOC_overlappingpdfs.132353.pdf.task_107_5_5,laiyang formation,"{107,5,5,Laiyang}",,1,0.996
66419,overlappingpdfs.139713.pdf.task,formation,ROCK_DOC_overlappingpdfs.139713.pdf.task_171_0_1,rio chico formation,"{171,0,1,""Rio Chico""}",,1,1
100770,overlappingpdfs.132293.pdf.task,formation,ROCK_DOC_overlappingpdfs.132293.pdf.task_20_3_3,kota formation,"{20,3,3,Kota}",,1,0.999
13427,overlappingpdfs.138679.pdf.task,shale,ROCK_DOC_overlappingpdfs.138679.pdf.task_1747_11_12,carlile shale,"{1747,11,12,""Carlile Shale""}",,1,0.996
62041,overlappingpdfs.138755.pdf.task,shale,ROCK_DOC_overlappingpdfs.138755.pdf.task_4174_27_27,pierre shale,"{4174,27,27,Pierre}",,1,1
65671,overlappingpdfs.135573.pdf.task,group,ROCK_DOC_overlappingpdfs.135573.pdf.task_816_12_13,scotia group,"{816,12,13,""Scotia Group""}",,1,0.999
89306,overlappingpdfs.138519.pdf.task,formation,ROCK_DOC_overlappingpdfs.138519.pdf.task_2307_16_16,olcott formation,"{2307,16,16,Olcott}",,1,1
146661,overlappingpdfs.133005.pdf.task,formation,ROCK_DOC_overlappingpdfs.133005.pdf.task_1051_18_18,brook formation,"{1051,18,18,Brook}",,1,0.996
91444,overlappingpdfs.138519.pdf.task,member,ROCK_DOC_overlappingpdfs.138519.pdf.task_2597_5_6,johnson member,"{2597,5,6,""Johnson Member""}",,1,1
134042,overlappingpdfs.132873.pdf.task,limestone,ROCK_DOC_overlappingpdfs.132873.pdf.task_62_0_1,white limestone formation,"{62,0,1,""White Limestone""}",,1,1
95441,overlappingpdfs.138519.pdf.task,formation,ROCK_DOC_overlappingpdfs.138519.pdf.task_1771_13_13,olcott formation,"{1771,13,13,Olcott}",,1,1
90233,overlappingpdfs.138519.pdf.task,ash,ROCK_DOC_overlappingpdfs.138519.pdf.task_4110_8_8,creek ash,"{4110,8,8,Creek}",,1,0.999
23559,overlappingpdfs.136172.pdf.task,limestone,ROCK_DOC_overlappingpdfs.136172.pdf.task_68_1_2,dulas limestone formation,"{68,1,2,""DULAS LIMESTONE""}",,1,1
13411,overlappingpdfs.130266.pdf.task,formation,ROCK_DOC_overlappingpdfs.130266.pdf.task_43_6_8,vaca muerta formation,"{43,6,8,""Vaca Muerta Formation""}",,1,1
37649,overlappingpdfs.131319.pdf.task,limestone,ROCK_DOC_overlappingpdfs.131319.pdf.task_379_16_17,exsulans limestone formation,"{379,16,17,""Exsulans Limestone""}",,1,1
104858,overlappingpdfs.132655.pdf.task,formation,ROCK_DOC_overlappingpdfs.132655.pdf.task_14_7_8,wessex formation,"{14,7,8,""Wessex Formation""}",,1,0.999
46169,overlappingpdfs.138044.pdf.task,formation,ROCK_DOC_overlappingpdfs.138044.pdf.task_15_0_0,dabasu formation,"{15,0,0,DABASU}",,1,1
133032,overlappingpdfs.132899.pdf.task,formation,ROCK_DOC_overlappingpdfs.132899.pdf.task_451_3_5,mount whyte formation,"{451,3,5,""Mount Whyte Formation""}",,1,0.996
110409,overlappingpdfs.135252.pdf.task,member,ROCK_DOC_overlappingpdfs.135252.pdf.task_107_16_17,hofergraben member,"{107,16,17,""Hofergraben Member""}",,1,0.996
1703,overlappingpdfs.138365.pdf.task,formation,ROCK_DOC_overlappingpdfs.138365.pdf.task_494_3_3,formation formation,"{494,3,3,formation}",,1,1
28235,overlappingpdfs.138334.pdf.task,member,ROCK_DOC_overlappingpdfs.138334.pdf.task_273_4_5,morrow creek member,"{273,4,5,""Morrow Creek""}",,1,1
131748,overlappingpdfs.133089.pdf.task,sandstones,ROCK_DOC_overlappingpdfs.133089.pdf.task_759_1_1,hyolithes sandstones,"{759,1,1,Hyolithes}",,1,0.996
89372,overlappingpdfs.138519.pdf.task,sand,ROCK_DOC_overlappingpdfs.138519.pdf.task_2346_9_9,east sand,"{2346,9,9,East}",,1,1
115067,overlappingpdfs.132435.pdf.task,formation,ROCK_DOC_overlappingpdfs.132435.pdf.task_449_3_4,xiaowa formation,"{449,3,4,""Xiaowa Formation""}",,1,1
70493,overlappingpdfs.136699.pdf.task,member,ROCK_DOC_overlappingpdfs.136699.pdf.task_260_30_31,mallow member,"{260,30,31,""Mallow Member""}",,1,0.996
126576,overlappingpdfs.135478.pdf.task,formation,ROCK_DOC_overlappingpdfs.135478.pdf.task_151_14_14,moenkopi formation,"{151,14,14,Moenkopi}",,1,0.996
126815,overlappingpdfs.131508.pdf.task,limestone,ROCK_DOC_overlappingpdfs.131508.pdf.task_513_1_2,chatburn limestone formation,"{513,1,2,""Chatburn Limestone""}",,1,1
114117,overlappingpdfs.132283.pdf.task,formation,ROCK_DOC_overlappingpdfs.132283.pdf.task_108_1_1,gowers formation,"{108,1,1,Gowers}",,1,1
100341,overlappingpdfs.138538.pdf.task,formation,ROCK_DOC_overlappingpdfs.138538.pdf.task_2970_17_18,gamoneda formation,"{2970,17,18,""Gamoneda Formation""}",,1,0.996
117623,overlappingpdfs.138424.pdf.task,formation,ROCK_DOC_overlappingpdfs.138424.pdf.task_745_27_27,gashato formation,"{745,27,27,Gashato}",,1,0.996
121858,overlappingpdfs.13976.pdf.task,sandstone,ROCK_DOC_overlappingpdfs.13976.pdf.task_1232_36_36,red sandstone,"{1232,36,36,red}",,1,1
13565,overlappingpdfs.131153.pdf.task,formation,ROCK_DOC_overlappingpdfs.131153.pdf.task_365_18_20,glen dean formation,"{365,18,20,""Glen Dean Formation""}",,1,0.996
124946,overlappingpdfs.131439.pdf.task,member,ROCK_DOC_overlappingpdfs.131439.pdf.task_360_8_10,gleesons limestone member,"{360,8,10,""Gleesons Limestone Member""}",,1,1
69966,overlappingpdfs.138083.pdf.task,sandstones,ROCK_DOC_overlappingpdfs.138083.pdf.task_3425_0_0,pondaung sandstones,"{3425,0,0,Pondaung}",,1,0.996
113525,overlappingpdfs.1372.pdf.task,formation,ROCK_DOC_overlappingpdfs.1372.pdf.task_45_29_30,bearpaw formation,"{45,29,30,""Bearpaw Formation""}",,1,0.996
26194,overlappingpdfs.132629.pdf.task,group,ROCK_DOC_overlappingpdfs.132629.pdf.task_7_3_3,wealden group,"{7,3,3,WEALDEN}",,1,0.995
135679,overlappingpdfs.13950.pdf.task,clay,ROCK_DOC_overlappingpdfs.13950.pdf.task_813_14_14,london clay,"{813,14,14,London}",,1,1
92105,overlappingpdfs.132210.pdf.task,member,ROCK_DOC_overlappingpdfs.132210.pdf.task_54_23_25,alum shale member,"{54,23,25,""Alum Shale Member""}",,1,1
132026,overlappingpdfs.133261.pdf.task,formation,ROCK_DOC_overlappingpdfs.133261.pdf.task_389_12_12,yixian formation,"{389,12,12,Yixian}",,1,0.996
108765,overlappingpdfs.136573.pdf.task,formation,ROCK_DOC_overlappingpdfs.136573.pdf.task_336_13_13,platteville formation,"{336,13,13,Platteville}",,1,1
147121,overlappingpdfs.136763.pdf.task,formation,ROCK_DOC_overlappingpdfs.136763.pdf.task_376_38_39,crown point formation,"{376,38,39,""Crown Point""}",,1,1
61938,overlappingpdfs.138755.pdf.task,formation,ROCK_DOC_overlappingpdfs.138755.pdf.task_2948_13_14,owl creek formation,"{2948,13,14,""Owl Creek""}",,1,1
97717,overlappingpdfs.138519.pdf.task,member,ROCK_DOC_overlappingpdfs.138519.pdf.task_6510_22_22,type member,"{6510,22,22,type}",,1,0.996
45589,overlappingpdfs.131128.pdf.task,sandstone,ROCK_DOC_overlappingpdfs.131128.pdf.task_211_1_1,mickwitzia sandstone,"{211,1,1,Mickwitzia}",,1,0.995
79024,overlappingpdfs.132206.pdf.task,formation,ROCK_DOC_overlappingpdfs.132206.pdf.task_350_22_24,beacon limestone formation,"{350,22,24,""Beacon Limestone Formation""}",,1,1
25633,overlappingpdfs.138465.pdf.task,member,ROCK_DOC_overlappingpdfs.138465.pdf.task_2534_1_3,getaway limestone member,"{2534,1,3,""Getaway Limestone Member""}",,1,1
129174,overlappingpdfs.133088.pdf.task,marble,ROCK_DOC_overlappingpdfs.133088.pdf.task_137_0_0,black marble,"{137,0,0,Black}",,1,1
104450,overlappingpdfs.132812.pdf.task,group,ROCK_DOC_overlappingpdfs.132812.pdf.task_2459_6_6,purbeck group,"{2459,6,6,Purbeck}",,1,1
94043,overlappingpdfs.138519.pdf.task,ash,ROCK_DOC_overlappingpdfs.138519.pdf.task_224_17_17,creek ash,"{224,17,17,Creek}",,1,0.996
47858,overlappingpdfs.138707.pdf.task,formation,ROCK_DOC_overlappingpdfs.138707.pdf.task_1780_0_1,john day formation,"{1780,0,1,""JOHN DAY""}",,1,0.996
60876,overlappingpdfs.132612.pdf.task,dolomite,ROCK_DOC_overlappingpdfs.132612.pdf.task_871_1_1,woodendinna dolomite,"{871,1,1,Woodendinna}",,1,0.996
36131,overlappingpdfs.131000.pdf.task,shale,ROCK_DOC_overlappingpdfs.131000.pdf.task_148_8_9,kanosh shale,"{148,8,9,""Kanosh Shale""}",,1,1
36757,overlappingpdfs.139.pdf.task,member,ROCK_DOC_overlappingpdfs.139.pdf.task_438_9_9,mussentuchit member,"{438,9,9,Mussentuchit}",,1,1
7401,overlappingpdfs.133446.pdf.task,formation,ROCK_DOC_overlappingpdfs.133446.pdf.task_13_8_9,santa marta formation,"{13,8,9,""Santa Marta""}",,1,0.996
36071,overlappingpdfs.132845.pdf.task,formation,ROCK_DOC_overlappingpdfs.132845.pdf.task_602_9_10,qigu formation,"{602,9,10,""Qigu Formation""}",,1,0.996
78809,overlappingpdfs.131614.pdf.task,member,ROCK_DOC_overlappingpdfs.131614.pdf.task_223_0_1,community member,"{223,0,1,""Community Member""}",,1,1
149802,overlappingpdfs.136567.pdf.task,formation,ROCK_DOC_overlappingpdfs.136567.pdf.task_45_8_9,laborcita formation,"{45,8,9,""Laborcita Formation""}",,1,1
42396,overlappingpdfs.138707.pdf.task,formation,ROCK_DOC_overlappingpdfs.138707.pdf.task_374_1_2,john day formation,"{374,1,2,""John Day""}",,1,1
117905,overlappingpdfs.132380.pdf.task,formation,ROCK_DOC_overlappingpdfs.132380.pdf.task_133_7_9,virgin hills formation,"{133,7,9,""Virgin Hills Formation""}",,1,1
113761,overlappingpdfs.132283.pdf.task,formation,ROCK_DOC_overlappingpdfs.132283.pdf.task_1238_4_5,gowers formation,"{1238,4,5,""Gowers Formation""}",,1,1
38403,overlappingpdfs.132803.pdf.task,formation,ROCK_DOC_overlappingpdfs.132803.pdf.task_87_3_3,jagua formation,"{87,3,3,Jagua}",,1,0.996
11045,overlappingpdfs.138450.pdf.task,formation,ROCK_DOC_overlappingpdfs.138450.pdf.task_1832_4_4,kirtland formation,"{1832,4,4,Kirtland}",,1,0.996
673,overlappingpdfs.132868.pdf.task,sandstone,ROCK_DOC_overlappingpdfs.132868.pdf.task_850_5_5,red sandstone,"{850,5,5,Red}",,1,1
21374,overlappingpdfs.132895.pdf.task,formation,ROCK_DOC_overlappingpdfs.132895.pdf.task_336_9_9,jupiter formation,"{336,9,9,Jupiter}",,1,0.999
12683,overlappingpdfs.137551.pdf.task,beds,ROCK_DOC_overlappingpdfs.137551.pdf.task_49_3_5,ojo alamo beds formation,"{49,3,5,""Ojo Alamo Beds""}",,1,0.996
104687,overlappingpdfs.133073.pdf.task,member,ROCK_DOC_overlappingpdfs.133073.pdf.task_1062_5_5,otar member,"{1062,5,5,Otar}",,1,1
70878,overlappingpdfs.132567.pdf.task,group,ROCK_DOC_overlappingpdfs.132567.pdf.task_1692_4_4,traverse group,"{1692,4,4,Traverse}",,1,0.996
138840,overlappingpdfs.132202.pdf.task,formation,ROCK_DOC_overlappingpdfs.132202.pdf.task_30_6_6,karabastau formation,"{30,6,6,Karabastau}",,1,0.996
15438,overlappingpdfs.138449.pdf.task,formation,ROCK_DOC_overlappingpdfs.138449.pdf.task_2357_20_22,judith river formation,"{2357,20,22,""Judith River Formation""}",,1,1
79938,overlappingpdfs.138385.pdf.task,clay,ROCK_DOC_overlappingpdfs.138385.pdf.task_2796_0_0,london clay,"{2796,0,0,London}",,1,1
41155,overlappingpdfs.130556.pdf.task,formation,ROCK_DOC_overlappingpdfs.130556.pdf.task_20_21_21,moenkopi formation,"{20,21,21,Moenkopi}",,1,0.996
119460,overlappingpdfs.130636.pdf.task,shale,ROCK_DOC_overlappingpdfs.130636.pdf.task_79_6_7,emu bay shale,"{79,6,7,""Emu Bay""}",,1,0.996
60934,overlappingpdfs.130805.pdf.task,formation,ROCK_DOC_overlappingpdfs.130805.pdf.task_655_7_8,big clifty formation,"{655,7,8,""Big Clifty""}",,1,1
11567,overlappingpdfs.136141.pdf.task,group,ROCK_DOC_overlappingpdfs.136141.pdf.task_344_26_27,maquoketa group,"{344,26,27,""Maquoketa Group""}",,1,1
1740,overlappingpdfs.138365.pdf.task,formation,ROCK_DOC_overlappingpdfs.138365.pdf.task_533_1_1,harrison formation,"{533,1,1,Harrison}",,1,1
148940,overlappingpdfs.131277.pdf.task,formation,ROCK_DOC_overlappingpdfs.131277.pdf.task_7_14_14,solvik formation,"{7,14,14,Solvik}",,1,0.996
16441,overlappingpdfs.138449.pdf.task,formation,ROCK_DOC_overlappingpdfs.138449.pdf.task_541_22_22,river formation,"{541,22,22,River}",,1,0.996
22140,overlappingpdfs.138318.pdf.task,formation,ROCK_DOC_overlappingpdfs.138318.pdf.task_3741_14_15,bone spring formation,"{3741,14,15,""Bone Spring""}",,1,1
60995,overlappingpdfs.132195.pdf.task,limestone,ROCK_DOC_overlappingpdfs.132195.pdf.task_2141_28_29,kellwasser limestone formation,"{2141,28,29,""Kellwasser limestone""}",,1,0.996
69181,overlappingpdfs.131930.pdf.task,beds,ROCK_DOC_overlappingpdfs.131930.pdf.task_36_5_6,beach beds formation,"{36,5,6,""Beach Beds""}",,1,1
39635,overlappingpdfs.132397.pdf.task,shales,ROCK_DOC_overlappingpdfs.132397.pdf.task_861_5_5,benton shales,"{861,5,5,BENTON}",,1,1
119771,overlappingpdfs.138012.pdf.task,coal,ROCK_DOC_overlappingpdfs.138012.pdf.task_854_2_2,american coal,"{854,2,2,American}",,1,1
